Species,SAMEA3136748,SAMEA3136769,SAMEA3136751,SAMEA3136738,SAMEA3136747,SAMEA3136743,SAMEA3136754,SAMEA3136765,SAMEA3136724,SAMEA3136755,SAMEA3136766,SAMEA3136728,SAMEA3136756,SAMEA3136753,SAMEA3136737,SAMEA3136726,SAMEA3136734,SAMEA3136758,SAMEA3136750,SAMEA3136742,SAMEA3136760,SAMEA3136727,SAMEA3136752,SAMEA3136740,SAMEA3136731,SAMEA3136729,SAMEA3136767,SAMEA3136761,SAMEA3136725,SAMEA3136763,SAMEA3136732,SAMEA3136746,SAMEA3136759,SAMEA3136733,SAMEA3136757,SAMEA3136768,SAMEA3136749,SAMEA3136730,SAMEA3136744,SAMEA3136764,SAMEA3136735,SAMEA3136745,SAMEA3136741,SAMEA3136739,SAMEA3136762,SAMEA3136736,CCIS02379307ST-4-0,CCIS06260551ST-3-0,CCIS11015875ST-4-0,CCIS12370844ST-4-0,CCIS12656533ST-4-0,CCIS14449628ST-4-0,CCIS15704761ST-4-0,CCIS17669415ST-4-0,CCIS21278152ST-4-0,CCIS22416007ST-4-0,CCIS22958137ST-20-0,CCIS24254057ST-4-0,CCIS33816588ST-4-0,CCIS34055159ST-4-0,CCIS35100175ST-4-0,CCIS38765456ST-20-0,CCIS40244499ST-3-0,CCIS41222843ST-4-0,CCIS41288781ST-4-0,CCIS41548810ST-4-0,CCIS44757994ST-4-0,CCIS46047672ST-4-0,CCIS46467422ST-4-0,CCIS47284573ST-4-0,CCIS48725289ST-4-0,CCIS50148151ST-4-0,CCIS52370277ST-4-0,CCIS53043478ST-4-0,CCIS53355328ST-4-0,CCIS55230578ST-4-0,CCIS58234805ST-4-0,CCIS59132091ST-4-0,CCIS61287323ST-4-0,CCIS62605362ST-3-0,CCIS62794166ST-4-0,CCIS65479369ST-4-0,CCIS71301801ST-4-0,CCIS72607085ST-4-0,CCIS76845094ST-20-0,CCIS77252613ST-4-0,CCIS78318719ST-4-0,CCIS81887263ST-4-0,CCIS82146115ST-4-0,CCIS83870198ST-4-0,CCIS84543192ST-4-0,CCIS85214191ST-3-0,CCIS87116798ST-4-0,CCIS87167916ST-4-0,CCIS87252800ST-4-0,CCIS87605453ST-4-0,CCIS91228662ST-4-0,CCIS98512455ST-4-0,CCIS98832363ST-4-0,CCMD11006829ST-21-0,CCMD12232071ST-21-0,CCMD13071240ST-21-0,CCMD13934959ST-21-0,CCMD14479708ST-21-0,CCMD18872694ST-21-0,CCMD19168690ST-11-0,CCMD19497912ST-21-0,CCMD21593359ST-11-0,CCMD21703880ST-11-0,CCMD23101338ST-21-0,CCMD25511638ST-21-0,CCMD25963797ST-21-0,CCMD26709089ST-21-0,CCMD26925580ST-21-0,CCMD27463710ST-11-0,CCMD34381688ST-21-0,CCMD35633353ST-11-0,CCMD35802077ST-21-0,CCMD40701343ST-21-0,CCMD42428553ST-21-0,CCMD42956136ST-11-0,CCMD45988061ST-21-0,CCMD46222674ST-21-0,CCMD46947453ST-21-0,CCMD48236717ST-21-0,CCMD49461418ST-11-0,CCMD50071957ST-21-0,CCMD51864103ST-21-0,CCMD52117727ST-11-0,CCMD52145360ST-11-0,CCMD59583015ST-11-0,CCMD60079086ST-21-0,CCMD63399960ST-21-0,CCMD64503764ST-21-0,CCMD64776337ST-21-0,CCMD65222621ST-11-0,CCMD65406197ST-11-0,CCMD71242853ST-11-0,CCMD71915439ST-11-0,CCMD72690923ST-11-0,CCMD72895164ST-21-0,CCMD74930188ST-21-0,CCMD76222476ST-11-0,CCMD79349503ST-11-0,CCMD79987997ST-21-0,CCMD82866709ST-21-0,CCMD86114146ST-21-0,CCMD86707194ST-21-0,CCMD87156761ST-21-0,CCMD88272491ST-21-0,CCMD89306485ST-11-0,CCMD90311071ST-21-0,CCMD92404903ST-11-0,CCMD93344354ST-21-0,CCMD95431029ST-11-0,CCMD95433940ST-21-0,CCMD95676152ST-11-0,CCMD96553385ST-21-0,CCMD98531134ST-11-0,MMRS12272136ST-27-0-0,MMRS14379078ST-27-0-0,MMRS14602194ST-27-0-0,MMRS15137911ST-27-0-0,MMRS16644320ST-27-0-0,MMRS18295921ST-27-0-0,MMRS24340226ST-27-0-0,MMRS25641480ST-27-0-0,MMRS31306426ST-27-0-0,MMRS34525504ST-27-0-0,MMRS41266697ST-27-0-0,MMRS41711735ST-27-0-0,MMRS42780924ST-27-0-0,MMRS43563715ST-27-0-0,MMRS43939546ST-27-0-0,MMRS44197125ST-27-0-0,MMRS44203591ST-27-0-0,MMRS44587603ST-27-0-0,MMRS47662059ST-27-0-0,MMRS47685461ST-27-0-0,MMRS51410669ST-27-0-0,MMRS51728985ST-27-0-0,MMRS54316675ST-27-0-0,MMRS55294627ST-27-0-0,MMRS59699117ST-27-0-0,MMRS62376181ST-27-0-0,MMRS64281211ST-27-0-0,MMRS65205033ST-27-0-0,MMRS65945127ST-27-0-0,MMRS67247116ST-27-0-0,MMRS68910755ST-27-0-0,MMRS71762412ST-27-0-0,MMRS72802364ST-27-0-0,MMRS72980899ST-27-0-0,MMRS77018926ST-27-0-0,MMRS77321055ST-27-0-0,MMRS77487595ST-27-0-0,MMRS78791111ST-27-0-0,MMRS80093644ST-27-0-0,MMRS81194191ST-27-0-0,MMRS81671217ST-27-0-0,MMRS84954772ST-27-0-0,MMRS85382779ST-27-0-0,MMRS86178473ST-27-0-0,MMRS86958796ST-27-0-0,MMRS90191266ST-27-0-0,MMRS92544445ST-27-0-0,MMRS93508324ST-27-0-0,MMRS96422329ST-27-0-0,MMRS97052561ST-27-0-0,MMRS97327636ST-27-0-0,MMRS99045180ST-27-0-0,ERR1018185,ERR1018186,ERR1018187,ERR1018188,ERR1018189,ERR1018190,ERR1018191,ERR1018192,ERR1018194,ERR1018196,ERR1018197,ERR1018198,ERR1018199,ERR1018200,ERR1018201,ERR1018202,ERR1018203,ERR1018204,ERR1018206,ERR1018207,ERR1018208,ERR1018210,ERR1018211,ERR1018212,ERR1018213,ERR1018214,ERR1018215,ERR1018216,ERR1018218,ERR1018219,ERR1018220,ERR1018221,ERR1018222,ERR1018223,ERR1018224,ERR1018225,ERR1018226,ERR1018227,ERR1018228,ERR1018229,ERR1018230,ERR1018231,ERR1018279,ERR1018280,ERR1018281,ERR1018282,ERR1018283,ERR1018284,ERR1018285,ERR1018286,ERR1018287,ERR1018288,ERR1018289,ERR1018290,ERR1018291,ERR1018292,ERR1018293,ERR1018294,ERR1018295,ERR1018296,ERR1018297,ERR1018298,ERR1018299,ERR1018300,ERR1018301,ERR1018302,ERR1018303,ERR1018304,ERR1018305,ERR1018306,ERR1018307,ERR1018310,ERR1018311,ERR1018312
s__Faecalibacterium_prausnitzii,21.04449,0.05886,12.07417,1.87604,5.81004,14.2179,7.24909,0.86966,3.87717,2.38622,1.36408,4.64261,0.51333,0.73877,0.66616,7.39138,0.49977,5.5067,0.86375,0.44461,6.87794,28.84901,2.72756,19.01713,15.67965,1.07089,1.81568,0.93157,7.62539,0.41777,11.40141,14.03369,9.4369,8.61936,9.20565,0.06912,15.20747,0.80157,0.2121,2.78541,13.53891,11.47536,1.15569,2.7844,9.48795,8.21054,3.3287,0.24754,11.22674,0.7906,1.15535,7.60179,0,5.4622,9.12306,12.68349,2.37375,0.24522,1.92843,9.64676,23.77403,4.84436,6.59713,4.11739,0,11.10189,3.14836,0.25607,2.19063,6.6875,13.85383,9.19291,9.47927,9.72903,0.99555,7.44982,0.40073,1.05223,5.10834,7.08289,6.455,3.93587,1.2723,0.20552,15.0221,18.10296,13.61103,7.14097,7.87597,33.19723,6.61397,0.29652,1.4585,2.8053,0.39156,2.02333,11.48597,4.40579,13.74392,0.39815,2.81873,2.95945,7.72558,8.87655,11.93822,10.8439,14.11189,3.25178,1.18608,11.41728,0.85221,1.15209,6.43525,17.30181,2.12564,37.12793,8.06324,14.71831,0.01852,3.89941,0.13338,4.98452,12.80941,15.84028,9.87571,21.40588,11.39805,12.04233,4.898,12.96914,16.86796,14.07613,11.55524,1.16849,7.32751,12.05808,0.2099,18.4401,2.04829,3.17063,9.62375,15.73735,34.94753,12.32021,0,8.69351,10.01857,20.5963,9.15217,1.51318,46.65255,12.38757,0.01189,20.11856,25.20591,14.7243,11.52626,11.19695,4.16,14.22585,9.56187,14.18491,1.0686,15.29287,14.83023,5.59951,26.21306,0.43518,5.67226,8.03678,10.58384,2.54154,16.60968,18.53902,1.5994,1.06755,20.25065,11.63353,0.12359,19.90188,3.2158,9.23367,9.00414,0.70555,11.11502,0.95269,16.79068,0.22911,18.22895,0.22222,2.90834,8.29835,0.14644,27.61771,23.81847,8.28855,11.3971,1.32129,15.72135,19.01777,8.85543,14.12495,16.43136,19.01665,15.71322,2.37752,10.87938,10.75276,1.96403,0.13644,0.41055,3.6614,6.23071,0.84944,4.11389,2.45967,0.58639,0.01087,0.00586,0.7541,3.04653,3.51422,4.08099,0.01786,0.54895,1.61459,0.50208,0.42452,0.00088,12.69882,2.03648,0.34855,0.00308,1.34488,0.63355,0.92904,0.7602,13.47057,2.24307,11.15615,0.5841,4.43815,0.86938,2.9178,7.89251,11.45589,9.78798,6.67831,1.62085,10.68794,49.05868,7.12604,6.12502,0.11489,28.59839,0.96302,0.95377,2.11545,2.14166,13.19889,17.3562,4.98815,0.41371,1.04624,9.15258,1.11701,3.90654,0.26022,5.09849,8.18355,11.00438,3.3883,0.71175,0,4.62868,2.47428,1.33094,10.35103,0.02827,15.57631,4.69363,2.25144,8.83913,14.64232,0.06553
s__Akkermansia_muciniphila,0,0,0,2.35355,0,10.54328,6.00547,0.47317,0.02978,0.12812,0.35163,0,0.21125,0,60.36024,4.09805,0,0.76973,10.51519,29.70731,0.11984,4.84864,2.03986,0,17.14503,0.01153,0.28902,4.52589,0,15.5261,26.20682,0.75762,2.03677,0.62216,1.18847,0,2.71229,0.0735,39.38744,0,0,4.77855,8.1847,0,0.03966,0,0.82056,2.19316,1.38291,0.33745,49.25282,0,0,1.56372,1.45081,0,2.50539,33.36158,1.61746,0.02388,0,0.20344,0,1.919,0.04648,1.25012,19.07606,1.742,0,1.8489,0.14921,0,3.1282,0,11.66847,0.00712,9.99254,3.21659,0.10667,0,4.43888,0,0,25.21679,0,0,0.00678,4.37299,0,2.44056,4.58704,0,1.78082,1.72075,0,0,0.05969,0,16.44931,0,5.54975,0,0.01233,23.91131,0,0,0,0,5.99317,1.19987,4.91583,21.11208,1.74856,4.32568,1.41476,0.05699,32.6987,2.66448,0.08425,9.73916,0,0.06562,0.00199,0,0.00958,0,0.75344,0.09597,0.09374,0.9784,0.06758,0,0.53481,0,20.4317,22.73193,0,3.70604,0,1.25474,2.26032,0.20755,0,0,42.62666,10.3142,0.09924,0,0,0.05597,0.29988,0.10274,44.40742,0,13.50937,1.19668,0.02487,0,0.82931,0,0,0,7.53394,0.47031,0,0.0119,1.14562,0.06267,0.09986,2.66846,1.01223,4.61098,0.54178,0,0,1.64019,0.08168,0.07236,0,0,0,0,0.0029,0,0,1.51662,0.57798,8.9289,0,0,5.69758,12.38588,12.57894,0.00472,0.04582,7.48602,0.00309,1.44653,0,0.14837,0.2167,0.00498,6.08736,7.77251,0,1.61969,2.65879,6.73997,0.75298,0,0,30.63129,17.5344,0.01582,7.08288,16.75671,0.00639,0.00711,0.00699,0.32489,0.02976,0.02809,0.0081,0.02492,13.27874,0.06036,0.0456,6.68093,61.87255,0.29647,0.00607,0.01187,0.77978,1.0178,0.43525,0.15328,0,0,0.0162,0,0.00295,0.00982,11.42662,37.95516,0.4985,0,0,0.12307,0,0,0.05919,13.92702,3.03504,0,0,11.60228,0.0038,0,0,0,0,0,0,9.47369,0.00635,0,0,41.6588,2.42745,0.00896,0,0.05001,19.88242,0,0.00505,0.01376,7.16929,0,0.20833,0,0,0.03097,0,0,0.04693
s__Eubacterium_rectale,0.5838,1.98993,1.42814,0,0,1.83486,0.65586,0.19407,0.5115,5.49773,0.84058,13.22938,0.31015,0,1.2552,3.64288,0.02603,2.19904,0.12292,0.46268,7.01781,0.04256,0.161,4.22368,3.08144,0.44679,0.26544,0.1468,0,2.77507,4.60398,5.32429,1.68614,16.31077,2.9639,0,11.18142,4.69142,15.49911,0.41192,2.30793,0.34284,10.80977,0.90859,0.36403,5.94712,7.27709,0.25331,4.59489,1.53466,0.02575,1.72923,0.24951,0.42415,1.22255,0.16662,0.61537,0.00449,0.12439,1.56332,0.04925,0.08466,0.28765,10.73408,0,1.05975,0,0.12106,3.83831,1.4081,13.2038,0,4.96547,0.60074,2.61316,3.18883,3.95476,0.26757,8.12302,0.33626,0.03552,0,8.31379,0.31364,7.33132,2.31285,1.84682,0.05187,17.21206,0.79756,4.99129,0,0.82909,0.34096,0,0.11013,0,0.04533,0.08821,0.4853,0.2685,15.3056,15.3281,0.66326,17.79732,0,0.36613,0.65841,0,9.39408,0.54444,13.9645,24.63243,0.44847,3.78332,7.70681,0.89248,0.13779,0.02473,1.23306,0,4.17187,3.73197,5.74835,7.17152,10.13888,0.2489,26.0481,7.14128,5.8897,28.89199,0.04452,6.2364,0.11696,5.89932,0.22811,0.85849,11.53706,1.44696,1.39683,7.97742,5.25551,2.9281,0,3.38729,3.89436,1.67907,14.01339,2.23633,0.16933,6.22306,7.07943,0.34832,14.9882,8.0457,13.01953,2.31861,0.18758,4.91763,7.5946,26.78883,6.36402,1.01036,6.52795,3.7842,0.05436,6.05769,1.09532,1.70621,1.41104,8.12849,1.41576,1.49498,15.46213,0.13112,0.26208,1.38656,2.48742,0.05039,6.10575,0.35471,6.06518,1.99853,12.30015,4.58104,0.04638,3.5866,0.16515,5.34949,0.06498,6.84402,0.72512,0.0301,9.90147,8.77845,2.82454,6.41604,1.87402,0.0538,9.90548,1.79669,5.7224,5.88402,7.70859,4.8608,2.56312,5.42755,3.82251,3.57462,0.0214,9.80784,1.75273,0,0.02225,0,1.46167,1.82098,5.00E-04,0,0.00085,0.01675,1.46475,2.41465,0,0.00102,5.63667,0,0.05098,0.00899,0.068,0,1.05882,0.0276,0.03272,0.11767,23.70186,0.86527,0.8872,0.00206,24.30936,1.62678,6.82331,0.06333,0.24392,0.43002,10.12217,0.34901,1.04542,8.50964,0.74043,1.2731,0.01906,2.7518,0,0.00979,1.0088,0.0065,3.01688,2.3914,0.04341,5.60407,0,0,0,11.78493,0.04023,0,0.93597,0.29406,0.78844,0.05475,0,0,0,0,0.00473,0,13.31282,0.02503,8.13084,3.65122,0.13438,5.40736,5.69912,0.00152
s__Ruminococcus_bromii,0,0.21527,0.70422,0,0,29.10574,10.83538,0.25706,0,30.42681,0.11862,0.05249,20.09553,26.95878,0,1.85815,0.0721,14.37505,6.09599,7.85486,0.15725,3.86183,4.50873,3.10822,0.20376,0.00562,8.1489,9.695,0.06801,0,0.01305,11.20874,0.02015,9.07295,0.73132,0,3.29241,8.58284,0,8.66087,0,3.97663,7.4291,10.91222,0,0,0,13.34772,4.00798,15.14974,5.09505,0.60587,0,23.68001,0.02239,0.03355,10.02559,0,6.30532,0.01802,0,3.45213,0,14.92343,0,2.23929,0.12211,17.82668,0.01994,7.1869,0.31159,0,0,0.03169,14.54455,11.00331,0.51423,0.67281,0.2083,5.39578,0,0,0,0.2085,10.62545,0,1.96473,6.06812,8.69388,0.45798,0.01633,5.90475,4.15521,0.08438,0.37206,6.59151,0.25448,0.06609,5.16967,0.07466,8.70903,0,9.00275,2.61843,1.23663,0,5.96362,0.13989,0.0135,5.73092,13.47358,4.47145,0.00187,2.92573,3.11794,0.01051,5.55674,4.75245,0.07773,0.03671,0,1.63924,4.03986,5.68948,3.00858,2.20717,0.79713,0.02915,2.28925,10.81751,5.14528,2.54253,3.15488,2.78683,8.84364,0.14249,8.33568,1.44666,2.07734,0.65616,0,0,0,0,0,0.05648,5.18947,0.69161,0.00688,0.01342,0.0635,0.07324,0,0.81011,1.15826,0.85058,1.06191,0.06063,22.33645,0.11209,3.54756,1.72797,6.67218,1.79932,1.1063,0,0.01864,0.0523,3.17673,0.00923,0,0.3691,2.82534,0,0,0.09606,0,3.52544,5.32115,0.51106,0,0.4632,1.56233,1.27324,0.0098,0,0,0.01008,1.20144,0,1.81582,0,0,1.27634,6.60488,0.84439,0,0,0,0,0.03065,0.93961,0,1.42894,0,1.79583,2.75101,7.38548,3.84057,0,1.66914,0.0137,0.00035,0.01383,32.5166,1.32425,1.80548,20.86802,0,1.56666,0.58595,0.01044,0,0,26.50643,1.75074,0.28599,0.08337,0,0.00312,0.79292,2.77406,0.00123,15.92391,5.43937,0.00596,0.00035,0.11016,0.03633,0.0067,2.0418,0.00301,21.94684,0.00129,0.01391,0.00555,0.22341,14.32593,2.42468,15.21102,3.82773,6.47326,0.84675,0,0.00538,13.37826,0.0091,0.03481,21.82789,0.09849,10.89354,0,4.32631,1.05784,2.22637,1.47087,0.87947,16.88744,0.00439,1.47057,0.13202,0.06119,19.43365,0,0.00584,0.27594,1.17538,3.97393,9.82665,3.46598,0.00234,1.664,3.9062,8.25712,0.00515
s__Bacteroides_uniformis,2.17359,0,4.72488,0.10431,0,0,0,0.07589,0,0.38998,0.04352,0.64821,0.33965,0.13883,1.39136,1.25191,0,0,0.64777,0.87801,8.37996,6.77517,0.35923,9.7876,3.39771,0.46464,5.13878,0.25117,1.21607,0.1735,0,1.54602,1.31485,0.47774,1.00339,0,3.74296,0.1898,0.28646,1.95743,0.73974,10.13322,2.63384,0.80075,12.1367,0,13.61782,2.57046,7.43149,1.9594,0.36739,1.8643,0,1.96584,0.71864,6.12966,3.38743,20.10847,4.18626,0.03023,0.61841,1.34782,2.00467,9.6777,4.81538,5.14899,4.73922,0.22688,14.29399,8.90776,4.7487,2.6839,13.28741,0.51874,1.10251,3.84706,0.52199,0.18127,0.6596,4.60556,1.26071,0.09127,24.4882,0.00819,0.0195,2.29131,0.30976,0.25432,0.35477,8.69642,0.14122,14.54098,6.42678,0.25008,4.60485,16.48282,2.02537,3.92792,6.12114,8.2835,19.56911,4.16915,6.49202,0.87758,2.39153,16.88906,0.23608,4.78802,0.68616,0.65236,6.96896,3.61461,3.1028,6.43784,5.7273,0.78123,0.5467,14.82209,8.40749,7.59574,0,1.11759,4.96353,0.46904,0.22353,0.58499,1.16162,0.00864,19.0384,5.7778,0.64996,1.82416,0.45895,9.34534,5.39668,0.93406,2.15886,5.64179,0,0.1799,11.47281,0.78316,1.20632,6.48438,16.76869,3.239,4.7857,3.13543,0.8646,1.19737,0.92167,9.04231,1.20958,3.60302,9.16032,4.69363,2.37651,20.78825,1.09898,8.88353,2.38351,14.30275,0.16414,2.249,2.1169,26.82098,8.73561,5.05426,0.80913,5.96344,2.81406,1.14402,6.89292,4.43972,0.1535,2.20528,5.16131,1.28609,0.0169,1.46551,0.70462,0.98567,13.39656,19.54578,5.20355,1.24913,6.18954,0.09161,1.72654,0.37454,2.63644,3.26437,0.04042,2.02668,0.06533,1.10445,3.06211,3.0268,0.52365,1.82469,1.34746,5.90324,0.04061,3.5432,4.32765,10.06687,3.31754,10.35909,25.35212,0.11259,0.04869,0.12944,5.1464,0.1313,3.85252,1.63002,0.01325,1.0866,9.27729,3.91929,0.72734,0.06967,0.00721,0.18813,0.1093,0,5.25028,0.13639,0.61569,0.01078,1.3843,0.24293,6.91901,2.23084,1.88335,0.06388,3.29264,0.31455,0.06569,3.30664,2.62354,0.08616,0.31283,2.04165,6.36691,0.61957,0.03138,0.13696,4.1096,0.55321,0.04691,8.28114,1.23027,0.00435,1.9886,0.30553,0.85379,0.11218,0.00911,0.96715,1.96837,1.46279,0.34135,0.00365,1.93435,0.04357,6.81442,1.38981,7.65477,0.11429,0.46213,1.82067,0.37536,2.80876,1.5731,0.85448,8.91203,3.95018,1.31553,0.62637,0.55563,0.00553,0.24805,0.05364,0.13364
